"","transaction_id","trans_group_en","property_usage_en","procedure_name_en","property_sub_type_en","instance_date","area_id","area_name_en","procedure_area","actual_worth","meter_sale_price"
"998108","1-11-2023-23189","Sales","Commercial","Sell","Shop","2023-07-20","343","Al Warsan First","39.0","200000.0","5128.21"
"998718","1-11-2023-22737","Sales","Commercial","Sell","","2023-07-18","441","Al Barsha South Fourth","501.51","3600000.0","7178.32"
"999162","1-11-2023-3814","Sales","Commercial","Sell","Office","2023-02-09","350","Al Thanyah Fifth","72.16","450000.0","6236.14"
"999246","1-11-2023-25389","Sales","Commercial","Sell","Office","2023-08-14","350","Al Thanyah Fifth","98.27","1546117.0","15733.36"
"999813","1-11-2023-42588","Sales","Commercial","Sell","","2023-12-22","343","Al Warsan First","154.0","1600008.0","10389.66"
"1000361","1-11-2023-1306","Sales","Commercial","Sell","","2023-01-16","350","Al Thanyah Fifth","493.56","4550000.0","9218.74"
"1000447","1-11-2023-24896","Sales","Commercial","Sell","Office","2023-08-07","526","Business Bay","76.98","911471.0","11840.36"
"1000482","1-11-2023-32609","Sales","Commercial","Sell","Shop","2023-10-12","330","Marsa Dubai","329.81","3834648.0","11626.84"
"1000543","1-11-2023-5809","Sales","Commercial","Sell","","2023-03-01","350","Al Thanyah Fifth","682.66","5200000.0","7617.26"
"1000682","1-11-2023-40660","Sales","Commercial","Sell","","2023-12-08","233","Hor Al Anz","211.35","3200000.0","15140.76"
"1000717","1-11-2023-2306","Sales","Commercial","Sell","","2023-01-26","323","Al Qusais Industrial Fifth","11427.07","23500000.0","2056.52"
"1000846","1-11-2023-35920","Sales","Commercial","Sell","","2023-11-06","483","Warsan Fourth","2430.05","5000000.0","2057.57"
"1001120","1-11-2023-6489","Sales","Commercial","Sell","Office","2023-03-29","526","Business Bay","244.18","3749748.0","15356.49"
"1001533","1-11-2023-23902","Sales","Commercial","Sell","","2023-07-28","343","Al Warsan First","3067.48","12105414.0","3946.37"
"1001542","1-11-2023-2854","Sales","Commercial","Sell","","2023-02-01","441","Al Barsha South Fourth","38.16","262873.0","6888.72"
"1001803","1-11-2023-6510","Sales","Commercial","Sell","Office","2023-03-29","526","Business Bay","145.8","2253267.0","15454.51"
"1002148","1-11-2023-40991","Sales","Commercial","Sell","Office","2023-12-12","526","Business Bay","82.48","1500000.0","18186.23"
"1002207","1-11-2023-29319","Sales","Commercial","Sell","","2023-09-14","410","Palm Jumeirah","682.75","33400000.0","48919.81"
"1002793","1-11-2023-763","Sales","Commercial","Sell","Office","2023-01-10","526","Business Bay","32.74","431468.0","13178.62"
"1002879","1-11-2023-3638","Sales","Commercial","Sell","Office","2023-02-08","350","Al Thanyah Fifth","65.81","1133392.0","17222.19"
"1003217","1-11-2023-26512","Sales","Commercial","Sell","","2023-08-22","350","Al Thanyah Fifth","1001.44","10700000.0","10684.61"
"1003390","1-11-2023-7188","Sales","Commercial","Sell","Office","2023-03-13","526","Business Bay","52.81","453000.0","8577.92"
"1003466","1-11-2023-34833","Sales","Commercial","Sell","Office","2023-10-30","526","Business Bay","63.91","1025000.0","16038.18"
"1003623","1-11-2023-18862","Sales","Commercial","Sell","","2023-06-15","343","Al Warsan First","154.0","1598888.0","10382.39"
"1003730","1-11-2023-24121","Sales","Commercial","Sell","Office","2023-07-31","350","Al Thanyah Fifth","94.7","1120000.0","11826.82"
"1004313","1-11-2023-29587","Sales","Commercial","Sell","Shop","2023-09-18","441","Al Barsha South Fourth","82.82","1050252.0","12681.15"
"1004583","1-11-2023-15564","Sales","Commercial","Sell","","2023-05-23","410","Palm Jumeirah","61.84","256300.0","4144.57"
"1004675","1-11-2023-13045","Sales","Commercial","Sell","Office","2023-05-03","350","Al Thanyah Fifth","115.43","1254724.0","10870.0"
"1004716","1-11-2023-7035","Sales","Commercial","Sell","","2023-03-13","334","Al Jadaf","3933.7","38500000.0","9787.22"
"1004870","1-11-2023-39796","Sales","Commercial","Sell","Shop","2023-12-01","343","Al Warsan First","58.0","609318.0","10505.48"
"1005148","1-11-2023-30152","Sales","Commercial","Sell","Office","2023-09-20","526","Business Bay","170.62","1700000.0","9963.66"
"1005213","1-11-2023-21346","Sales","Commercial","Sell","Shop","2023-07-07","505","Madinat Hind 4","119.61","1682660.0","14067.89"
"1005624","1-11-2023-35456","Sales","Commercial","Sell","Office","2023-11-02","350","Al Thanyah Fifth","59.18","1035000.0","17489.02"
"1006186","1-11-2023-1743","Sales","Commercial","Sell","Office","2023-01-19","526","Business Bay","236.64","3372228.0","14250.46"
"1006430","1-11-2023-3320","Sales","Commercial","Sell","","2023-02-06","343","Al Warsan First","157.71","1385000.0","8781.94"
"1006539","1-11-2023-3920","Sales","Commercial","Sell","Office","2023-02-10","350","Al Thanyah Fifth","102.56","700000.0","6825.27"
"1006567","1-11-2023-12607","Sales","Commercial","Sell","Office","2023-05-01","526","Business Bay","184.13","2500000.0","13577.36"
"1006772","1-11-2023-40425","Sales","Commercial","Sell","","2023-12-07","350","Al Thanyah Fifth","715.11","11200000.0","15661.93"
"1007071","1-11-2023-65","Sales","Commercial","Sell","Office","2023-01-02","526","Business Bay","61.38","655037.0","10671.83"
"1007151","1-11-2023-23746","Sales","Commercial","Sell","Office","2023-07-27","350","Al Thanyah Fifth","180.51","2350000.0","13018.67"
"1007321","1-11-2023-10791","Sales","Commercial","Sell","Shop","2023-04-12","343","Al Warsan First","52.0","660000.0","12692.31"
"1007693","1-11-2023-25437","Sales","Commercial","Sell","","2023-08-11","352","Al Thanayah Fourth","1824.89","32000000.0","17535.3"
"1008348","1-11-2023-33617","Sales","Commercial","Sell","","2023-10-19","350","Al Thanyah Fifth","97.43","367056.0","3767.38"
"1008631","1-11-2023-7111","Sales","Commercial","Sell","Office","2023-03-14","350","Al Thanyah Fifth","267.45","3103346.0","11603.46"
"1008792","1-11-2023-27240","Sales","Commercial","Sell","","2023-08-28","350","Al Thanyah Fifth","534.0","5525000.0","10346.44"
"1008826","1-11-2023-23452","Sales","Commercial","Sell","","2023-07-25","350","Al Thanyah Fifth","800.03","9100000.0","11374.57"
"1008885","1-11-2023-31691","Sales","Commercial","Sell","Office","2023-10-04","240","Port Saeed","110.86","2000000.0","18040.77"
"1008921","1-11-2023-36064","Sales","Commercial","Sell","","2023-11-07","350","Al Thanyah Fifth","691.05","9000000.0","13023.66"
"1009020","1-11-2023-33264","Sales","Commercial","Sell","Shop","2023-10-17","335","Nad Al Shiba First","52.7","1035000.0","19639.47"
"1009197","1-11-2023-8254","Sales","Commercial","Sell","","2023-03-21","410","Palm Jumeirah","470.08","11500000.0","24463.92"
"1009521","1-11-2023-41460","Sales","Commercial","Sell","Office","2023-12-14","444","Al Hebiah First","101.8","449265.0","4413.22"
"1009773","1-11-2023-24856","Sales","Commercial","Sell","","2023-08-07","410","Palm Jumeirah","622.64","22000000.0","35333.42"
"1010017","1-11-2023-26204","Sales","Commercial","Sell","Office","2023-08-18","526","Business Bay","135.04","1725000.0","12773.99"
"1010296","1-11-2023-42017","Sales","Commercial","Sell","Office","2023-12-18","409","Al Barshaa South Third","48.4","490000.0","10123.97"
"1010405","1-11-2023-34239","Sales","Commercial","Sell","Office","2023-10-25","444","Al Hebiah First","2747.17","16411905.0","5974.11"
"1010728","1-11-2023-10676","Sales","Commercial","Sell","Office","2023-04-11","526","Business Bay","29.2","349000.0","11952.05"
"1011082","1-11-2023-32740","Sales","Commercial","Sell","Office","2023-10-12","350","Al Thanyah Fifth","111.42","863503.0","7749.98"
"1011378","1-11-2023-24642","Sales","Commercial","Sell","","2023-08-03","335","Nad Al Shiba First","235.19","3700000.0","15731.96"
"1011481","1-11-2023-25257","Sales","Commercial","Sell","","2023-08-10","435","Al Hebiah Fourth","866.88","8700000.0","10035.99"
"1011675","1-11-2023-25180","Sales","Commercial","Sell","Office","2023-08-09","443","Al Thanyah First","155.33","1303604.0","8392.48"
"1011803","1-11-2023-24097","Sales","Commercial","Sell","","2023-07-31","445","Jabal Ali First","3954.29","16216884.0","4101.09"
"1012059","1-11-2023-15350","Sales","Commercial","Sell","","2023-05-22","441","Al Barsha South Fourth","501.51","4000000.0","7975.91"
"1012118","1-11-2023-23569","Sales","Commercial","Sell","","2023-08-02","234","Hor Al Anz East","2826.56","71000000.0","25118.87"
"1012171","1-11-2023-12254","Sales","Commercial","Sell","Office","2023-04-27","350","Al Thanyah Fifth","117.49","1138185.0","9687.51"
"1012316","1-11-2023-2243","Sales","Commercial","Sell","","2023-01-25","350","Al Thanyah Fifth","302.24","2040000.0","6749.6"
"1012564","1-11-2023-21634","Sales","Commercial","Sell","Office","2023-07-10","526","Business Bay","98.04","1203936.0","12280.05"
"1013240","1-11-2023-34180","Sales","Commercial","Sell","Office","2023-10-25","444","Al Hebiah First","179.97","1075035.0","5973.41"
"1013383","1-11-2023-20956","Sales","Commercial","Sell","Office","2023-07-06","526","Business Bay","134.87","2032436.0","15069.59"
"1013717","1-11-2023-21824","Sales","Commercial","Sell","Office","2023-07-12","526","Business Bay","146.14","2022297.0","13838.08"
"1014053","1-11-2023-31059","Sales","Commercial","Sell","","2023-09-27","445","Jabal Ali First","2344.08","20000000.0","8532.13"
"1014273","1-11-2023-3016","Sales","Commercial","Sell","","2023-02-02","410","Palm Jumeirah","71.76","297400.0","4144.37"
"1014967","1-11-2023-5449","Sales","Commercial","Sell","Office","2023-02-28","350","Al Thanyah Fifth","150.41","1075000.0","7147.13"
"1015268","1-11-2023-1040","Sales","Commercial","Sell","","2023-01-12","350","Al Thanyah Fifth","735.55","10000000.0","13595.27"
"1015811","1-11-2023-4914","Sales","Commercial","Sell","","2023-02-21","334","Al Jadaf","4212.5","29472950.0","6996.55"
"1015951","1-11-2023-10233","Sales","Commercial","Sell","","2023-04-06","485","Me'Aisem First","916.91","9300000.0","10142.76"
"1016142","1-11-2023-1720","Sales","Commercial","Sell","Office","2023-01-19","240","Port Saeed","74.69","1250000.0","16735.84"
"1016164","1-11-2023-17659","Sales","Commercial","Sell","","2023-06-07","350","Al Thanyah Fifth","680.0","4800000.0","7058.82"
"1016386","1-11-2023-13044","Sales","Commercial","Sell","Office","2023-05-03","350","Al Thanyah Fifth","160.96","1749635.0","10870.0"
"1016602","1-11-2023-21129","Sales","Commercial","Sell","","2023-07-06","485","Me'Aisem First","870.48","14100000.0","16197.96"
"1016889","1-11-2023-31231","Sales","Commercial","Sell","Office","2023-09-28","350","Al Thanyah Fifth","99.36","950000.0","9561.19"
"1017151","1-11-2023-29599","Sales","Commercial","Sell","Office","2023-09-19","341","Trade Center First","97.78","2795000.0","28584.58"
"1017199","1-11-2023-38616","Sales","Commercial","Sell","Office","2023-11-24","443","Al Thanyah First","154.31","1300000.0","8424.6"
"1017281","1-11-2023-37648","Sales","Commercial","Sell","Office","2023-11-20","350","Al Thanyah Fifth","99.96","1936800.0","19375.75"
"1017329","1-11-2023-31141","Sales","Commercial","Sell","Office","2023-09-28","350","Al Thanyah Fifth","127.76","1476050.0","11553.3"
"1018360","1-11-2023-27658","Sales","Commercial","Sell","Office","2023-09-07","350","Al Thanyah Fifth","85.91","750000.0","8730.07"
"1018376","1-11-2023-41595","Sales","Commercial","Sell","Office","2023-12-26","350","Al Thanyah Fifth","92.13","866644.0","9406.75"
"1019026","1-11-2023-26703","Sales","Commercial","Sell","Office","2023-08-23","526","Business Bay","111.8","1351550.0","12089.0"
"1019359","1-11-2023-35818","Sales","Commercial","Sell","Office","2023-11-06","526","Business Bay","39.71","630000.0","15865.02"
"1019626","1-11-2023-14646","Sales","Commercial","Sell","Office","2023-05-16","526","Business Bay","119.97","1738000.0","14486.96"
"1020840","1-11-2023-30054","Sales","Commercial","Sell","","2023-09-20","410","Palm Jumeirah","622.39","25000000.0","40167.74"
"1020885","1-11-2023-15770","Sales","Commercial","Sell","Office","2023-05-24","350","Al Thanyah Fifth","106.96","1957227.0","18298.68"
"1020895","1-11-2023-28361","Sales","Commercial","Sell","Office","2023-09-11","526","Business Bay","136.08","1475000.0","10839.21"
"1021034","1-11-2023-23374","Sales","Commercial","Sell","","2023-07-24","410","Palm Jumeirah","1465.18","150000000.0","102376.5"
"1021208","1-11-2023-20732","Sales","Commercial","Sell","Shop","2023-07-03","343","Al Warsan First","95.0","650000.0","6842.11"
"1021256","1-11-2023-3897","Sales","Commercial","Sell","","2023-02-13","485","Me'Aisem First","1096.01","7750000.0","7071.1"
"1021617","1-11-2023-22064","Sales","Commercial","Sell","Office","2023-07-12","526","Business Bay","89.84","700000.0","7791.63"
"1021774","1-11-2023-15360","Sales","Commercial","Sell","Office","2023-05-22","350","Al Thanyah Fifth","110.0","843000.0","7663.64"
"1021882","1-11-2023-10540","Sales","Commercial","Sell","","2023-04-11","352","Al Thanayah Fourth","736.44","6300000.0","8554.67"
"1022342","1-11-2023-26240","Sales","Commercial","Sell","Shop","2023-08-21","350","Al Thanyah Fifth","322.08","5058535.0","15705.83"
"1022482","1-11-2023-11354","Sales","Commercial","Sell","","2023-04-17","266","Al Satwa","1416.93","16319640.0","11517.6"
"1022632","1-11-2023-29494","Sales","Commercial","Sell","","2023-09-15","352","Al Thanayah Fourth","642.89","6500000.0","10110.59"
"1022670","1-11-2023-21676","Sales","Commercial","Sell","","2023-07-11","343","Al Warsan First","154.0","1500000.0","9740.26"
"1022672","1-11-2023-42194","Sales","Commercial","Sell","Office","2023-12-19","350","Al Thanyah Fifth","80.07","940000.0","11739.73"
"1022682","1-11-2023-3687","Sales","Commercial","Sell","Office","2023-02-08","526","Business Bay","80.36","925000.0","11510.7"
"1022858","1-11-2023-9324","Sales","Commercial","Sell","Office","2023-03-29","350","Al Thanyah Fifth","163.74","960551.0","5866.32"
"1022910","1-11-2023-7191","Sales","Commercial","Sell","Office","2023-03-13","526","Business Bay","86.77","708033.0","8159.88"
"1022911","1-11-2023-19580","Sales","Commercial","Sell","Office","2023-06-20","526","Business Bay","86.77","1276470.0","14710.96"
"1023549","1-11-2023-39279","Sales","Commercial","Sell","","2023-11-29","350","Al Thanyah Fifth","216.7","816389.0","3767.37"
"1023587","1-11-2023-16846","Sales","Commercial","Sell","Office","2023-05-31","526","Business Bay","27.67","200000.0","7228.04"
"1023778","1-11-2023-1278","Sales","Commercial","Sell","","2023-01-16","343","Al Warsan First","154.0","1530000.0","9935.06"
"1023830","1-11-2023-4596","Sales","Commercial","Sell","Office","2023-02-17","526","Business Bay","101.53","4000000.0","39397.22"
"1024258","1-11-2023-32058","Sales","Commercial","Sell","Office","2023-10-06","350","Al Thanyah Fifth","83.91","920000.0","10964.13"
"1024485","1-11-2023-15208","Sales","Commercial","Sell","Office","2023-05-23","350","Al Thanyah Fifth","88.66","1100000.0","12406.95"
"1024827","1-11-2023-16685","Sales","Commercial","Sell","Shop","2023-05-31","412","Al Merkadh","78.99","2100000.0","26585.64"
"1024915","1-11-2023-31157","Sales","Commercial","Sell","","2023-09-28","352","Al Thanayah Fourth","858.61","11000000.0","12811.4"
"1025815","1-11-2023-41949","Sales","Commercial","Sell","","2023-12-18","410","Palm Jumeirah","63.52","574325.0","9041.64"
"1026284","1-11-2023-11462","Sales","Commercial","Sell","Office","2023-04-19","443","Al Thanyah First","103.03","776310.0","7534.8"
"1026326","1-11-2023-5539","Sales","Commercial","Sell","","2023-02-27","522","Hessyan First","96.84","850000.0","8777.36"
"1026415","1-11-2023-6962","Sales","Commercial","Sell","Office","2023-03-13","350","Al Thanyah Fifth","115.59","707341.0","6119.4"
"1026642","1-11-2023-17258","Sales","Commercial","Sell","Office","2023-06-05","526","Business Bay","111.25","1400000.0","12584.27"
"1027038","1-11-2023-24341","Sales","Commercial","Sell","Office","2023-08-01","350","Al Thanyah Fifth","59.92","1023560.0","17082.11"
"1027354","1-11-2023-18975","Sales","Commercial","Sell","Office","2023-06-15","526","Business Bay","41.21","450000.0","10919.68"
"1027489","1-11-2023-1187","Sales","Commercial","Sell","","2023-01-13","485","Me'Aisem First","1245.6","24750000.0","19869.94"
"1027929","1-11-2023-41236","Sales","Commercial","Sell","Office","2023-12-13","443","Al Thanyah First","98.85","1010000.0","10217.5"
"1028030","1-11-2023-11416","Sales","Commercial","Sell","Office","2023-04-17","526","Business Bay","83.26","780000.0","9368.24"
"1028154","1-11-2023-41661","Sales","Commercial","Sell","Office","2023-12-14","526","Business Bay","147.44","2175000.0","14751.76"
"1028206","1-11-2023-15581","Sales","Commercial","Sell","","2023-05-31","367","Al Suq Al Kabeer","148.74","6250000.0","42019.63"
"1028429","1-11-2023-30465","Sales","Commercial","Sell","Office","2023-09-22","350","Al Thanyah Fifth","80.99","1027076.0","12681.52"
"1028721","1-11-2023-38151","Sales","Commercial","Sell","Office","2023-11-21","526","Business Bay","25.87","540000.0","20873.6"
"1028856","1-11-2023-23495","Sales","Commercial","Sell","","2023-07-25","350","Al Thanyah Fifth","43.98","165687.0","3767.33"
"1028872","1-11-2023-28093","Sales","Commercial","Sell","","2023-09-06","483","Warsan Fourth","2758.39","5000000.0","1812.65"
"1029102","1-11-2023-10032","Sales","Commercial","Sell","Office","2023-04-05","526","Business Bay","171.31","2350000.0","13717.82"
"1029716","1-11-2023-43450","Sales","Commercial","Sell","Office","2023-12-28","526","Business Bay","116.21","2075000.0","17855.61"
"1030387","1-11-2023-41599","Sales","Commercial","Sell","","2023-12-14","485","Me'Aisem First","712.41","12200000.0","17124.97"
"1030780","1-11-2023-34233","Sales","Commercial","Sell","Office","2023-10-25","444","Al Hebiah First","305.6","1825395.0","5973.15"
"1031331","1-11-2023-1579","Sales","Commercial","Sell","","2023-01-18","350","Al Thanyah Fifth","389.76","4200000.0","10775.86"
"1031428","1-11-2023-24489","Sales","Commercial","Sell","","2023-08-03","522","Hessyan First","93.79","825000.0","8796.25"
"1031437","1-11-2023-15783","Sales","Commercial","Sell","","2023-06-08","445","Jabal Ali First","1200.0","4020000.0","3350.0"
"1031588","1-11-2023-15696","Sales","Commercial","Sell","Office","2023-05-24","526","Business Bay","205.54","2250000.0","10946.77"
"1031612","1-11-2023-23025","Sales","Commercial","Sell","Office","2023-07-20","526","Business Bay","94.71","943000.0","9956.71"
"1031631","1-11-2023-42352","Sales","Commercial","Sell","Office","2023-12-20","350","Al Thanyah Fifth","115.93","1379006.0","11895.16"
"1031797","1-11-2023-21533","Sales","Commercial","Sell","Shop","2023-07-10","330","Marsa Dubai","99.65","2128500.0","21359.76"
"1032205","1-11-2023-5845","Sales","Commercial","Sell","","2023-03-02","390","Burj Khalifa","7139.04","150000000.0","21011.23"
"1032261","1-11-2023-23422","Sales","Commercial","Sell","Office","2023-07-26","350","Al Thanyah Fifth","113.32","820000.0","7236.15"
"1033077","1-11-2023-4475","Sales","Commercial","Sell","Office","2023-02-16","526","Business Bay","91.78","1275000.0","13891.92"
"1033371","1-11-2023-42743","Sales","Commercial","Sell","Office","2023-12-22","443","Al Thanyah First","118.53","1250000.0","10545.85"
"1033797","1-11-2023-10365","Sales","Commercial","Sell","","2023-04-10","445","Jabal Ali First","680.5","2172000.0","3191.77"
"1033959","1-11-2023-39986","Sales","Commercial","Sell","Shop","2023-12-06","343","Al Warsan First","43.0","490000.0","11395.35"
"1034153","1-11-2023-26798","Sales","Commercial","Sell","","2023-08-24","441","Al Barsha South Fourth","2071.72","23946300.0","11558.66"
"1034184","1-11-2023-19308","Sales","Commercial","Sell","Office","2023-06-19","350","Al Thanyah Fifth","104.94","1637862.0","15607.6"
"1034205","1-11-2023-6949","Sales","Commercial","Sell","Office","2023-03-10","350","Al Thanyah Fifth","150.41","1230524.0","8181.13"
"1034433","1-11-2023-28894","Sales","Commercial","Sell","","2023-09-12","350","Al Thanyah Fifth","164.21","618601.0","3767.13"
"1034517","1-11-2023-34227","Sales","Commercial","Sell","Office","2023-10-25","444","Al Hebiah First","359.15","2145630.0","5974.19"
"1034694","1-11-2023-20924","Sales","Commercial","Sell","Office","2023-07-14","350","Al Thanyah Fifth","187.62","1080445.0","5758.69"
"1034895","1-11-2023-8644","Sales","Commercial","Sell","","2023-03-23","271","Al Karama","522.58","15000000.0","28703.74"
"1034896","1-11-2023-25768","Sales","Commercial","Sell","Office","2023-08-17","443","Al Thanyah First","42.84","415017.0","9687.61"
"1035315","1-11-2023-22076","Sales","Commercial","Sell","","2023-07-13","478","Jabal Ali Industrial Second","342.68","1918041.0","5597.18"
"1035328","1-11-2023-30698","Sales","Commercial","Sell","Office","2023-09-25","526","Business Bay","70.46","1400000.0","19869.43"
"1035652","1-11-2023-9895","Sales","Commercial","Sell","","2023-04-04","410","Palm Jumeirah","655.72","35000000.0","53376.44"
"1035735","1-11-2023-14836","Sales","Commercial","Sell","Office","2023-05-17","526","Business Bay","87.16","726516.0","8335.43"
"1035786","1-11-2023-21288","Sales","Commercial","Sell","Shop","2023-07-06","343","Al Warsan First","48.0","545086.0","11355.98"
"1036020","1-11-2023-4646","Sales","Commercial","Sell","Office","2023-02-20","526","Business Bay","163.88","1529297.0","9331.81"
"1036209","1-11-2023-41339","Sales","Commercial","Sell","Shop","2023-12-14","526","Business Bay","91.64","3500000.0","38192.93"
"1036417","1-11-2023-9605","Sales","Commercial","Sell","","2023-03-31","485","Me'Aisem First","1298.0","17000000.0","13097.07"
"1036555","1-11-2023-1109","Sales","Commercial","Sell","Office","2023-01-12","526","Business Bay","77.77","740000.0","9515.24"
"1036600","1-11-2023-503","Sales","Commercial","Sell","","2023-01-05","445","Jabal Ali First","600.0","1710000.0","2850.0"
"1036753","1-11-2023-13144","Sales","Commercial","Sell","Office","2023-05-03","443","Al Thanyah First","128.31","1100000.0","8572.99"
"1036838","1-11-2023-5024","Sales","Commercial","Sell","","2023-02-22","271","Al Karama","211.35","4500000.0","21291.7"
"1036993","1-11-2023-17316","Sales","Commercial","Sell","Office","2023-06-05","350","Al Thanyah Fifth","102.13","1175000.0","11504.94"
"1036996","1-11-2023-36893","Sales","Commercial","Sell","","2023-11-13","350","Al Thanyah Fifth","952.93","18000000.0","18889.11"
"1037072","1-11-2023-15318","Sales","Commercial","Sell","Office","2023-05-22","350","Al Thanyah Fifth","106.43","1075000.0","10100.54"
"1037199","1-11-2023-8864","Sales","Commercial","Sell","Office","2023-03-24","526","Business Bay","114.25","1598860.0","13994.4"
"1037315","1-11-2023-34260","Sales","Commercial","Sell","Office","2023-10-25","444","Al Hebiah First","384.63","2297700.0","5973.79"
"1037360","1-11-2023-16631","Sales","Commercial","Sell","Shop","2023-05-30","414","Al Barshaa South Second","60.13","1132658.0","18836.82"
"1037552","1-11-2023-37138","Sales","Commercial","Sell","","2023-11-15","350","Al Thanyah Fifth","158.88","384800.0","2421.95"
"1037595","1-11-2023-20960","Sales","Commercial","Sell","Office","2023-07-05","526","Business Bay","145.44","2191728.0","15069.64"
"1038010","1-11-2023-36665","Sales","Commercial","Sell","","2023-11-10","352","Al Thanayah Fourth","624.4","13000000.0","20819.99"
"1038102","1-11-2023-9565","Sales","Commercial","Sell","Office","2023-04-03","350","Al Thanyah Fifth","117.75","690760.0","5866.33"
"1038620","1-11-2023-23794","Sales","Commercial","Sell","Office","2023-07-27","350","Al Thanyah Fifth","79.34","770000.0","9705.07"
"1038664","1-11-2023-10880","Sales","Commercial","Sell","Office","2023-04-17","526","Business Bay","112.2","1295000.0","11541.89"
"1038952","1-11-2023-32667","Sales","Commercial","Sell","","2023-10-12","467","Wadi Al Safa 5","5892.65","38056737.0","6458.34"
"1039019","1-11-2023-31492","Sales","Commercial","Sell","","2023-10-02","409","Al Barshaa South Third","1530.67","11500000.0","7513.05"
"1040276","1-11-2023-12644","Sales","Commercial","Sell","","2023-05-01","432","Palm Deira","5252.05","35358800.0","6732.38"
"1040359","1-11-2023-8516","Sales","Commercial","Sell","Shop","2023-03-22","350","Al Thanyah Fifth","561.32","8156700.0","14531.28"
"1040847","1-11-2023-18278","Sales","Commercial","Sell","Office","2023-06-21","350","Al Thanyah Fifth","105.63","1392813.0","13185.77"
"1040898","1-11-2023-31938","Sales","Commercial","Sell","Office","2023-10-05","526","Business Bay","46.33","550000.0","11871.36"
"1040899","1-11-2023-32813","Sales","Commercial","Sell","Office","2023-10-12","350","Al Thanyah Fifth","71.35","700000.0","9810.79"
"1041498","1-11-2023-3958","Sales","Commercial","Sell","","2023-02-13","485","Me'Aisem First","2174.48","17500000.0","8047.9"
"1041725","1-11-2023-20940","Sales","Commercial","Sell","Office","2023-07-05","526","Business Bay","147.0","2215234.0","15069.62"
"1041895","1-11-2023-27856","Sales","Commercial","Sell","Office","2023-09-04","350","Al Thanyah Fifth","103.96","1837500.0","17675.07"
"1042630","1-11-2023-38702","Sales","Commercial","Sell","Office","2023-11-27","526","Business Bay","94.2","1150000.0","12208.07"
"1042921","1-11-2023-2542","Sales","Commercial","Sell","Office","2023-01-27","526","Business Bay","137.96","1200000.0","8698.17"
"1043157","1-11-2023-10629","Sales","Commercial","Sell","","2023-04-11","350","Al Thanyah Fifth","191.72","164100.0","855.94"
"1043572","1-11-2023-1630","Sales","Commercial","Sell","Shop","2023-01-19","441","Al Barsha South Fourth","49.42","827612.0","16746.5"
"1043707","1-11-2023-33710","Sales","Commercial","Sell","Office","2023-10-19","526","Business Bay","26.86","495000.0","18428.89"
"1044230","1-11-2023-42915","Sales","Commercial","Sell","Office","2023-12-25","526","Business Bay","70.06","1131180.0","16145.87"
"1044535","1-11-2023-30241","Sales","Commercial","Sell","Office","2023-09-21","443","Al Thanyah First","97.92","900000.0","9191.18"
"1044624","1-11-2023-33700","Sales","Commercial","Sell","","2023-10-19","343","Al Warsan First","154.0","1600000.0","10389.61"
"1044695","1-11-2023-15331","Sales","Commercial","Sell","Office","2023-05-23","350","Al Thanyah Fifth","113.48","1196498.0","10543.69"
"1044845","1-11-2023-21599","Sales","Commercial","Sell","Office","2023-07-10","350","Al Thanyah Fifth","59.27","650000.0","10966.76"
"1045219","1-11-2023-32361","Sales","Commercial","Sell","Office","2023-10-10","526","Business Bay","37.85","545000.0","14398.94"
"1045245","1-11-2023-12009","Sales","Commercial","Sell","Office","2023-04-25","526","Business Bay","97.98","938746.0","9581.0"
"1045253","1-11-2023-30621","Sales","Commercial","Sell","Office","2023-09-26","526","Business Bay","93.5","1232877.0","13185.85"
"1045506","1-11-2023-12270","Sales","Commercial","Sell","Office","2023-04-27","526","Business Bay","129.11","1800000.0","13941.6"
"1045580","1-11-2023-35004","Sales","Commercial","Sell","Office","2023-10-30","526","Business Bay","53.31","1000000.0","18758.21"
"1045598","1-11-2023-1341","Sales","Commercial","Sell","","2023-01-16","350","Al Thanyah Fifth","932.79","8950000.0","9594.87"
"1045710","1-11-2023-22601","Sales","Commercial","Sell","","2023-07-17","343","Al Warsan First","154.0","1430000.0","9285.71"
"1045957","1-11-2023-33938","Sales","Commercial","Sell","","2023-10-23","350","Al Thanyah Fifth","988.5","18000000.0","18209.41"
"1046243","1-11-2023-509","Sales","Commercial","Sell","Shop","2023-01-05","343","Al Warsan First","67.0","500000.0","7462.69"
"1046568","1-11-2023-6806","Sales","Commercial","Sell","Office","2023-03-09","526","Business Bay","82.48","1000000.0","12124.15"
"1046801","1-11-2023-26554","Sales","Commercial","Sell","Office","2023-08-22","350","Al Thanyah Fifth","110.96","895770.0","8072.91"
"1046960","1-11-2023-41462","Sales","Commercial","Sell","Office","2023-12-14","444","Al Hebiah First","102.87","453984.0","4413.19"
"1047244","1-11-2023-14373","Sales","Commercial","Sell","","2023-05-12","445","Jabal Ali First","1989.38","10200000.0","5127.23"
"1047292","1-11-2023-6716","Sales","Commercial","Sell","","2023-03-09","343","Al Warsan First","156.2","1530000.0","9795.13"
"1047352","1-11-2023-19600","Sales","Commercial","Sell","Office","2023-06-21","526","Business Bay","80.36","735173.0","9148.49"
"1047373","1-11-2023-27151","Sales","Commercial","Sell","","2023-08-28","350","Al Thanyah Fifth","680.0","5600000.0","8235.29"
