"","transaction_id","trans_group_en","property_usage_en","procedure_name_en","property_sub_type_en","instance_date","area_id","area_name_en","procedure_area","actual_worth","meter_sale_price"
"295978","1-11-2023-6622","Sales","Commercial","Sell","","2023-03-08","410","Palm Jumeirah","61.82","256200.0","4144.29"
"296632","1-11-2023-13312","Sales","Commercial","Sell","Office","2023-05-04","526","Business Bay","59.06","700000.0","11852.35"
"297273","1-11-2023-28107","Sales","Commercial","Sell","Office","2023-09-07","526","Business Bay","29.2","535000.0","18321.92"
"297311","1-11-2023-4367","Sales","Commercial","Sell","Office","2023-02-15","350","Al Thanyah Fifth","104.48","604775.0","5788.43"
"297525","1-11-2023-303","Sales","Commercial","Sell","Office","2023-01-04","350","Al Thanyah Fifth","163.7","810543.0","4951.39"
"297593","1-11-2023-35115","Sales","Commercial","Sell","Office","2023-10-31","350","Al Thanyah Fifth","91.09","1100000.0","12075.97"
"297629","1-11-2023-8337","Sales","Commercial","Sell","Office","2023-03-21","526","Business Bay","80.36","728789.0","9069.05"
"297691","1-11-2023-13019","Sales","Commercial","Sell","Office","2023-05-03","350","Al Thanyah Fifth","160.96","1749635.0","10870.0"
"297769","1-11-2023-12656","Sales","Commercial","Sell","Office","2023-05-02","350","Al Thanyah Fifth","262.04","2759549.0","10531.02"
"298080","1-11-2023-13383","Sales","Commercial","Sell","Office","2023-05-08","443","Al Thanyah First","95.59","812669.0","8501.61"
"298224","1-11-2023-37543","Sales","Commercial","Sell","Office","2023-11-16","526","Business Bay","198.47","1700000.0","8565.53"
"298317","1-11-2023-41021","Sales","Commercial","Sell","","2023-12-12","435","Al Hebiah Fourth","685.0","7200000.0","10510.95"
"298757","1-11-2023-11637","Sales","Commercial","Sell","","2023-04-19","266","Al Satwa","1369.91","15777150.0","11516.92"
"298871","1-11-2023-15455","Sales","Commercial","Sell","","2023-05-22","441","Al Barsha South Fourth","6421.57","83000000.0","12925.19"
"299200","1-11-2023-9656","Sales","Commercial","Sell","","2023-03-31","350","Al Thanyah Fifth","988.28","12650000.0","12800.02"
"299334","1-11-2023-34882","Sales","Commercial","Sell","","2023-10-30","435","Al Hebiah Fourth","867.66","8400000.0","9681.21"
"299346","1-11-2023-7962","Sales","Commercial","Sell","Office","2023-03-17","330","Marsa Dubai","336.25","6400000.0","19033.46"
"299429","1-11-2023-14696","Sales","Commercial","Sell","","2023-05-16","350","Al Thanyah Fifth","895.77","7050000.0","7870.32"
"299562","1-11-2023-28000","Sales","Commercial","Sell","Shop","2023-09-04","343","Al Warsan First","66.0","746000.0","11303.03"
"299589","1-11-2023-9120","Sales","Commercial","Sell","","2023-03-28","334","Al Jadaf","2073.22","16513100.0","7964.95"
"299893","1-11-2023-15837","Sales","Commercial","Sell","Office","2023-05-25","350","Al Thanyah Fifth","157.14","1353152.0","8611.12"
"299918","1-11-2023-28763","Sales","Commercial","Sell","","2023-09-11","350","Al Thanyah Fifth","970.38","10400000.0","10717.45"
"299927","1-11-2023-10652","Sales","Commercial","Sell","Office","2023-04-11","350","Al Thanyah Fifth","111.43","469299.0","4211.6"
"300161","1-11-2023-37017","Sales","Commercial","Sell","","2023-11-14","350","Al Thanyah Fifth","510.0","5900000.0","11568.63"
"300314","1-11-2023-24531","Sales","Commercial","Sell","Office","2023-08-03","444","Al Hebiah First","102.89","600000.0","5831.47"
"300879","1-11-2023-2437","Sales","Commercial","Sell","Office","2023-01-26","350","Al Thanyah Fifth","149.11","1071883.0","7188.54"
"301221","1-11-2023-62","Sales","Commercial","Sell","","2023-01-13","271","Al Karama","211.35","4450000.0","21055.12"
"301338","1-11-2023-36619","Sales","Commercial","Sell","Office","2023-11-10","350","Al Thanyah Fifth","98.05","1050000.0","10708.82"
"301353","1-11-2023-33458","Sales","Commercial","Sell","","2023-10-18","410","Palm Jumeirah","131.22","1186450.0","9041.69"
"301398","1-11-2023-14888","Sales","Commercial","Sell","","2023-05-17","410","Palm Jumeirah","722.48","47500000.0","65745.76"
"301836","1-11-2023-5309","Sales","Commercial","Sell","Office","2023-02-24","526","Business Bay","85.18","900000.0","10565.86"
"301861","1-11-2023-11374","Sales","Commercial","Sell","","2023-04-18","352","Al Thanayah Fourth","1618.18","25750000.0","15912.94"
"301935","1-11-2023-43376","Sales","Commercial","Sell","","2023-12-28","435","Al Hebiah Fourth","929.63","10500000.0","11294.82"
"302076","1-11-2023-5116","Sales","Commercial","Sell","Office","2023-02-23","526","Business Bay","49.98","450000.0","9003.6"
"302209","1-11-2023-24458","Sales","Commercial","Sell","","2023-08-02","485","Me'Aisem First","417.0","8000000.0","19184.65"
"302471","1-11-2023-6154","Sales","Commercial","Sell","Office","2023-03-03","443","Al Thanyah First","291.16","3168000.0","10880.62"
"302501","1-11-2023-8201","Sales","Commercial","Sell","Office","2023-03-20","526","Business Bay","80.4","1050000.0","13059.7"
"302670","1-11-2023-39716","Sales","Commercial","Sell","","2023-12-01","350","Al Thanyah Fifth","61.15","230374.0","3767.36"
"302749","1-11-2023-8873","Sales","Commercial","Sell","","2023-03-24","352","Al Thanayah Fourth","813.74","5700000.0","7004.69"
"303103","1-11-2023-31525","Sales","Commercial","Sell","","2023-10-02","485","Me'Aisem First","39.2","143446.0","3659.34"
"303394","1-11-2023-6493","Sales","Commercial","Sell","Office","2023-03-13","526","Business Bay","236.71","3641639.0","15384.39"
"303688","1-11-2023-11211","Sales","Commercial","Sell","","2023-04-17","343","Al Warsan First","156.75","1650000.0","10526.32"
"303833","1-11-2023-10656","Sales","Commercial","Sell","Office","2023-04-12","526","Business Bay","59.68","650300.0","10896.45"
"304077","1-11-2023-26003","Sales","Commercial","Sell","Office","2023-08-17","444","Al Hebiah First","294.23","2350000.0","7986.95"
"304446","1-11-2023-38556","Sales","Commercial","Sell","","2023-11-23","343","Al Warsan First","154.0","1650000.0","10714.29"
"304474","1-11-2023-30061","Sales","Commercial","Sell","","2023-09-20","343","Al Warsan First","156.75","1600000.0","10207.34"
"304591","1-11-2023-32628","Sales","Commercial","Sell","","2023-10-11","352","Al Thanayah Fourth","931.82","5000000.0","5365.84"
"305018","1-11-2023-24282","Sales","Commercial","Sell","Office","2023-08-14","526","Business Bay","141.85","1393116.0","9821.05"
"305045","1-11-2023-24787","Sales","Commercial","Sell","","2023-08-07","410","Palm Jumeirah","321.09","9020000.0","28091.81"
"305127","1-11-2023-40864","Sales","Commercial","Sell","Office","2023-12-11","526","Business Bay","91.79","1150000.0","12528.6"
"305478","1-11-2023-35238","Sales","Commercial","Sell","","2023-11-01","435","Al Hebiah Fourth","754.02","6950000.0","9217.26"
"305553","1-11-2023-23795","Sales","Commercial","Sell","","2023-07-27","467","Wadi Al Safa 5","1959.14","6400000.0","3266.74"
"305944","1-11-2023-43457","Sales","Commercial","Sell","","2023-12-28","350","Al Thanyah Fifth","524.45","5250000.0","10010.49"
"305948","1-11-2023-26380","Sales","Commercial","Sell","Office","2023-08-22","526","Business Bay","43.19","535609.0","12401.23"
"306181","1-11-2023-41592","Sales","Commercial","Sell","Office","2023-12-26","350","Al Thanyah Fifth","114.9","1069436.0","9307.54"
"306199","1-11-2023-28066","Sales","Commercial","Sell","Office","2023-09-06","350","Al Thanyah Fifth","94.85","822000.0","8666.32"
"306321","1-11-2023-32338","Sales","Commercial","Sell","","2023-10-10","410","Palm Jumeirah","686.3","27000000.0","39341.4"
"306568","1-11-2023-25384","Sales","Commercial","Sell","Office","2023-08-14","350","Al Thanyah Fifth","106.96","1682864.0","15733.58"
"307174","1-11-2023-12806","Sales","Commercial","Sell","","2023-05-02","410","Palm Jumeirah","127.41","528000.0","4144.1"
"307209","1-11-2023-39076","Sales","Commercial","Sell","Office","2023-11-28","526","Business Bay","150.97","1807500.0","11972.58"
"307993","1-11-2023-11422","Sales","Commercial","Sell","","2023-04-18","445","Jabal Ali First","618.67","2355004.0","3806.56"
"308428","1-11-2023-2964","Sales","Commercial","Sell","Office","2023-02-01","526","Business Bay","120.92","1561884.0","12916.67"
"309069","1-11-2023-8525","Sales","Commercial","Sell","","2023-03-22","352","Al Thanayah Fourth","1373.68","33020000.0","24037.62"
"309360","1-11-2023-24574","Sales","Commercial","Sell","","2023-08-03","350","Al Thanyah Fifth","510.0","4800000.0","9411.76"
"309519","1-11-2023-4776","Sales","Commercial","Sell","Office","2023-02-22","526","Business Bay","249.81","3939282.0","15769.11"
"309761","1-11-2023-4992","Sales","Commercial","Sell","","2023-02-22","352","Al Thanayah Fourth","540.23","8600000.0","15919.15"
"310646","1-11-2023-35377","Sales","Commercial","Sell","","2023-11-01","410","Palm Jumeirah","55.91","505520.0","9041.67"
"310904","1-11-2023-5149","Sales","Commercial","Sell","Shop","2023-03-01","343","Al Warsan First","34.0","300000.0","8823.53"
"311110","1-11-2023-37906","Sales","Commercial","Sell","","2023-11-20","410","Palm Jumeirah","119.08","1076687.0","9041.71"
"311239","1-11-2023-34661","Sales","Commercial","Sell","Office","2023-11-14","350","Al Thanyah Fifth","157.14","1279000.0","8139.24"
"311432","1-11-2023-24191","Sales","Commercial","Sell","","2023-08-01","485","Me'Aisem First","1031.37","13800000.0","13380.26"
"312159","1-11-2023-36197","Sales","Commercial","Sell","","2023-11-08","485","Me'Aisem First","1256.0","12700000.0","10111.46"
"312397","1-11-2023-20302","Sales","Commercial","Sell","","2023-06-26","410","Palm Jumeirah","621.19","34000000.0","54733.66"
"312448","1-11-2023-11787","Sales","Commercial","Sell","Office","2023-04-24","526","Business Bay","42.14","545000.0","12933.08"
"313186","1-11-2023-21052","Sales","Commercial","Sell","Shop","2023-07-05","350","Al Thanyah Fifth","62.54","985000.0","15749.92"
"313716","1-11-2023-29094","Sales","Commercial","Sell","","2023-09-13","352","Al Thanayah Fourth","540.05","7200000.0","13332.1"
"313839","1-11-2023-5881","Sales","Commercial","Sell","","2023-03-02","485","Me'Aisem First","220.0","745857.0","3390.26"
"314537","1-11-2023-10274","Sales","Commercial","Sell","","2023-04-06","441","Al Barsha South Fourth","2891.76","14304315.0","4946.58"
"314712","1-11-2023-22329","Sales","Commercial","Sell","Office","2023-07-14","526","Business Bay","112.39","1350000.0","12011.74"
"315626","1-11-2023-253","Sales","Commercial","Sell","Office","2023-01-04","526","Business Bay","92.39","1075000.0","11635.46"
"315823","1-11-2023-32735","Sales","Commercial","Sell","","2023-10-12","348","Al Goze Fourth","9739.76","46829000.0","4808.02"
"316015","1-11-2023-32575","Sales","Commercial","Sell","Office","2023-10-11","526","Business Bay","225.43","6000000.0","26615.8"
"316197","1-11-2023-1762","Sales","Commercial","Sell","","2023-01-23","467","Wadi Al Safa 5","6050.31","67500000.0","11156.45"
"316285","1-11-2023-17277","Sales","Commercial","Sell","","2023-06-07","334","Al Jadaf","1063.83","11451000.0","10763.94"
"316388","1-11-2023-3315","Sales","Commercial","Sell","Office","2023-02-07","526","Business Bay","95.41","1630433.0","17088.71"
"316625","1-11-2023-13503","Sales","Commercial","Sell","Office","2023-05-05","350","Al Thanyah Fifth","117.76","930000.0","7897.42"
"316649","1-11-2023-41543","Sales","Commercial","Sell","Office","2023-12-14","350","Al Thanyah Fifth","104.14","2300000.0","22085.65"
"316962","1-11-2023-31579","Sales","Commercial","Sell","","2023-10-03","343","Al Warsan First","154.0","2000000.0","12987.01"
"317327","1-11-2023-2057","Sales","Commercial","Sell","","2023-01-25","233","Hor Al Anz","185.81","2950000.0","15876.43"
"317437","1-11-2023-7150","Sales","Commercial","Sell","","2023-03-13","485","Me'Aisem First","1057.74","7350000.0","6948.78"
"317691","1-11-2023-31733","Sales","Commercial","Sell","","2023-10-04","343","Al Warsan First","166.6","1550000.0","9303.72"
"317817","1-11-2023-16222","Sales","Commercial","Sell","Office","2023-05-29","350","Al Thanyah Fifth","55.92","510000.0","9120.17"
"317820","1-11-2023-41594","Sales","Commercial","Sell","Office","2023-12-26","350","Al Thanyah Fifth","68.11","682449.0","10019.81"
"318240","1-11-2023-11","Sales","Commercial","Sell","Shop","2023-01-02","412","Al Merkadh","85.58","1338464.0","15639.92"
"318249","1-11-2023-2262","Sales","Commercial","Sell","Shop","2023-01-25","343","Al Warsan First","66.0","480000.0","7272.73"
"318321","1-11-2023-13293","Sales","Commercial","Sell","Office","2023-05-04","526","Business Bay","572.31","12320690.0","21528.0"
"318520","1-11-2023-4538","Sales","Commercial","Sell","","2023-02-24","339","Al Mararr","177.17","4850000.0","27374.84"
"318531","1-11-2023-8997","Sales","Commercial","Sell","","2023-03-27","445","Jabal Ali First","1456.72","8624000.0","5920.15"
"318619","1-11-2023-16143","Sales","Commercial","Sell","Office","2023-05-29","350","Al Thanyah Fifth","103.96","1400000.0","13466.72"
"319424","1-11-2023-41753","Sales","Commercial","Sell","Office","2023-12-18","350","Al Thanyah Fifth","131.0","1156257.0","8826.39"
"319453","1-11-2023-27795","Sales","Commercial","Sell","","2023-09-04","350","Al Thanyah Fifth","710.24","6400000.0","9011.04"
"320661","1-11-2023-29296","Sales","Commercial","Sell","","2023-09-14","445","Jabal Ali First","1915.22","10000000.0","5221.33"
"320921","1-11-2023-13302","Sales","Commercial","Sell","","2023-05-04","235","Eyal Nasser","449.65","30000000.0","66718.56"
"321127","1-11-2023-33116","Sales","Commercial","Sell","Office","2023-10-16","526","Business Bay","50.76","605000.0","11918.83"
"321566","1-11-2023-26221","Sales","Commercial","Sell","Office","2023-08-18","526","Business Bay","88.23","995000.0","11277.34"
"321890","1-11-2023-11128","Sales","Commercial","Sell","","2023-04-14","307","Al Safouh First","518.54","5550000.0","10703.13"
"322242","1-11-2023-24278","Sales","Commercial","Sell","Shop","2023-08-01","350","Al Thanyah Fifth","123.39","1950304.0","15806.01"
"322315","1-11-2023-39479","Sales","Commercial","Sell","Shop","2023-11-30","526","Business Bay","124.49","1850000.0","14860.63"
"322441","1-11-2023-29430","Sales","Commercial","Sell","Office","2023-09-15","350","Al Thanyah Fifth","115.52","1367795.0","11840.33"
"323202","1-11-2023-21349","Sales","Commercial","Sell","Office","2023-07-07","526","Business Bay","92.55","1080660.0","11676.5"
"323982","1-11-2023-18086","Sales","Commercial","Sell","","2023-06-09","445","Jabal Ali First","614.65","2550000.0","4148.7"
"324084","1-11-2023-7430","Sales","Commercial","Sell","Office","2023-03-15","526","Business Bay","107.54","1250000.0","11623.58"
"324169","1-11-2023-13310","Sales","Commercial","Sell","","2023-05-04","485","Me'Aisem First","761.45","12000000.0","15759.41"
"324343","1-11-2023-25067","Sales","Commercial","Sell","Shop","2023-08-08","343","Al Warsan First","52.0","550000.0","10576.92"
"324409","1-11-2023-36717","Sales","Commercial","Sell","","2023-11-10","350","Al Thanyah Fifth","974.87","17000000.0","17438.22"
"324581","1-11-2023-40939","Sales","Commercial","Sell","Office","2023-12-12","351","Al Thanyah Third","75.22","1450000.0","19276.79"
"324625","1-11-2023-41203","Sales","Commercial","Sell","","2023-12-13","350","Al Thanyah Fifth","680.32","5850000.0","8598.89"
"324828","1-11-2023-28713","Sales","Commercial","Sell","","2023-09-11","352","Al Thanayah Fourth","953.28","6820000.0","7154.25"
"324850","1-11-2023-1489","Sales","Commercial","Sell","Shop","2023-01-18","343","Al Warsan First","40.08","325000.0","8108.78"
"325234","1-11-2023-42185","Sales","Commercial","Sell","Office","2023-12-20","350","Al Thanyah Fifth","29.27","300000.0","10249.4"
"325540","1-11-2023-21004","Sales","Commercial","Sell","Office","2023-07-05","350","Al Thanyah Fifth","63.95","500000.0","7818.61"
"326004","1-11-2023-24262","Sales","Commercial","Sell","","2023-08-01","410","Palm Jumeirah","58.3","241600.0","4144.08"
"326963","1-11-2023-29792","Sales","Commercial","Sell","","2023-09-22","352","Al Thanayah Fourth","708.01","7800000.0","11016.79"
"327123","1-11-2023-16899","Sales","Commercial","Sell","","2023-06-01","352","Al Thanayah Fourth","540.32","5100000.0","9438.85"
"327397","1-11-2023-17312","Sales","Commercial","Sell","Office","2023-06-05","526","Business Bay","71.91","820000.0","11403.14"
"327438","1-11-2023-8746","Sales","Commercial","Sell","Office","2023-03-23","443","Al Thanyah First","151.06","815000.0","5395.21"
"327655","1-11-2023-9701","Sales","Commercial","Sell","Shop","2023-04-03","343","Al Warsan First","47.0","400000.0","8510.64"
"327803","1-11-2023-16060","Sales","Commercial","Sell","","2023-05-25","435","Al Hebiah Fourth","809.78","11200000.0","13830.92"
"328068","1-11-2023-7212","Sales","Commercial","Sell","Office","2023-03-14","526","Business Bay","57.6","441736.0","7669.03"
"328088","1-11-2023-28502","Sales","Commercial","Sell","Office","2023-09-13","350","Al Thanyah Fifth","69.85","558407.0","7994.37"
"328163","1-11-2023-41600","Sales","Commercial","Sell","Office","2023-12-25","350","Al Thanyah Fifth","69.31","689937.0","9954.36"
"328934","1-11-2023-3250","Sales","Commercial","Sell","","2023-02-06","435","Al Hebiah Fourth","247.0","2900000.0","11740.89"
"329198","1-11-2023-36632","Sales","Commercial","Sell","Office","2023-11-10","526","Business Bay","107.02","1500000.0","14016.07"
"329373","1-11-2023-3524","Sales","Commercial","Sell","Office","2023-02-14","350","Al Thanyah Fifth","102.55","624155.0","6086.35"
"329555","1-11-2023-25420","Sales","Commercial","Sell","Office","2023-08-11","526","Business Bay","74.25","600000.0","8080.81"
"330111","1-11-2023-16260","Sales","Commercial","Sell","","2023-05-29","484","Nadd Hessa","349.78","3288000.0","9400.19"
"330216","1-11-2023-4781","Sales","Commercial","Sell","Office","2023-02-21","526","Business Bay","146.14","2304503.0","15769.15"
"330357","1-11-2023-28704","Sales","Commercial","Sell","","2023-09-11","445","Jabal Ali First","600.0","4300000.0","7166.67"
"330622","1-11-2023-14934","Sales","Commercial","Sell","","2023-05-17","343","Al Warsan First","154.0","1490000.0","9675.32"
"330672","1-11-2023-28650","Sales","Commercial","Sell","","2023-09-11","352","Al Thanayah Fourth","2393.87","64500000.0","26943.82"
"331769","1-11-2023-6038","Sales","Commercial","Sell","Office","2023-03-02","526","Business Bay","290.94","9000000.0","30934.21"
"331837","1-11-2023-8230","Sales","Commercial","Sell","Office","2023-03-21","526","Business Bay","158.34","2368888.0","14960.77"
"332037","1-11-2023-12830","Sales","Commercial","Sell","Shop","2023-05-02","409","Al Barshaa South Third","80.53","519012.0","6444.95"
"332666","1-11-2023-32938","Sales","Commercial","Sell","Office","2023-10-13","350","Al Thanyah Fifth","103.96","560000.0","5386.69"
"332710","1-11-2023-11569","Sales","Commercial","Sell","Office","2023-04-18","526","Business Bay","26.29","390000.0","14834.54"
"332711","1-11-2023-36007","Sales","Commercial","Sell","Office","2023-11-07","350","Al Thanyah Fifth","122.54","1371770.0","11194.47"
"333419","1-11-2023-6631","Sales","Commercial","Sell","","2023-03-13","271","Al Karama","211.35","4500000.0","21291.7"
"333483","1-11-2023-21782","Sales","Commercial","Sell","Shop","2023-07-12","343","Al Warsan First","4.6","40000.0","8695.65"
"333682","1-11-2023-1729","Sales","Commercial","Sell","Shop","2023-01-19","465","Wadi Al Safa 3","101.65","1531810.0","15069.45"
"333882","1-11-2023-30792","Sales","Commercial","Sell","Office","2023-09-26","350","Al Thanyah Fifth","57.6","1228666.0","21331.01"
"334110","1-11-2023-27385","Sales","Commercial","Sell","Office","2023-08-30","526","Business Bay","115.66","933750.0","8073.23"
"334331","1-11-2023-14071","Sales","Commercial","Sell","Office","2023-05-11","350","Al Thanyah Fifth","70.71","650000.0","9192.48"
"334973","1-11-2023-3710","Sales","Commercial","Sell","","2023-02-09","350","Al Thanyah Fifth","510.0","3019274.0","5920.15"
"334981","1-11-2023-19263","Sales","Commercial","Sell","Shop","2023-06-19","350","Al Thanyah Fifth","58.44","500000.0","8555.78"
"335031","1-11-2023-41083","Sales","Commercial","Sell","Office","2023-12-13","526","Business Bay","94.71","1965871.0","20756.75"
"335048","1-11-2023-8464","Sales","Commercial","Sell","Shop","2023-03-24","444","Al Hebiah First","83.23","2725000.0","32740.6"
"335073","1-11-2023-35001","Sales","Commercial","Sell","Shop","2023-10-30","441","Al Barsha South Fourth","64.75","796130.0","12295.44"
"335137","1-11-2023-39712","Sales","Commercial","Sell","Office","2023-12-01","409","Al Barshaa South Third","54.85","500000.0","9115.77"
"335204","1-11-2023-25759","Sales","Commercial","Sell","Office","2023-08-16","443","Al Thanyah First","62.43","604791.0","9687.51"
"335288","1-11-2023-25294","Sales","Commercial","Sell","Office","2023-08-10","350","Al Thanyah Fifth","101.51","1010000.0","9949.76"
"335355","1-11-2023-16411","Sales","Commercial","Sell","Office","2023-05-29","350","Al Thanyah Fifth","117.06","568000.0","4852.21"
"335614","1-11-2023-30675","Sales","Commercial","Sell","Shop","2023-09-25","343","Al Warsan First","55.0","517805.0","9414.64"
"335803","1-11-2023-9853","Sales","Commercial","Sell","Office","2023-04-05","526","Business Bay","61.38","890000.0","14499.84"
"336166","1-11-2023-34172","Sales","Commercial","Sell","Office","2023-10-25","444","Al Hebiah First","130.02","777000.0","5976.0"
"336403","1-11-2023-41789","Sales","Commercial","Sell","Office","2023-12-15","350","Al Thanyah Fifth","68.27","700000.0","10253.41"
"336584","1-11-2023-35268","Sales","Commercial","Sell","","2023-11-01","352","Al Thanayah Fourth","527.6","6400000.0","12130.4"
"337158","1-11-2023-928","Sales","Commercial","Sell","Shop","2023-01-11","343","Al Warsan First","43.0","405000.0","9418.6"
"337305","1-11-2023-38473","Sales","Commercial","Sell","Office","2023-11-23","444","Al Hebiah First","223.63","1035065.0","4628.47"
"337597","1-11-2023-5645","Sales","Commercial","Sell","Office","2023-02-28","350","Al Thanyah Fifth","59.27","600000.0","10123.17"
"338184","1-11-2023-36204","Sales","Commercial","Sell","","2023-11-08","485","Me'Aisem First","1353.0","15000000.0","11086.47"
"338419","1-11-2023-19193","Sales","Commercial","Sell","","2023-06-19","350","Al Thanyah Fifth","509.58","4700000.0","9223.28"
"338742","1-11-2023-22387","Sales","Commercial","Sell","","2023-07-17","343","Al Warsan First","154.0","1598888.0","10382.39"
"338966","1-11-2023-25811","Sales","Commercial","Sell","","2023-08-15","249","Al Muteena","408.77","2500000.0","6115.91"
"339341","1-11-2023-15789","Sales","Commercial","Sell","Office","2023-05-24","350","Al Thanyah Fifth","60.82","621246.0","10214.5"
"339343","1-11-2023-26920","Sales","Commercial","Sell","Office","2023-08-24","443","Al Thanyah First","69.39","710500.0","10239.23"
"339416","1-11-2023-30929","Sales","Commercial","Sell","Office","2023-09-27","526","Business Bay","94.71","1121395.0","11840.3"
"339448","1-11-2023-625","Sales","Commercial","Sell","Office","2023-01-09","526","Business Bay","98.3","587240.0","5973.96"
"339653","1-11-2023-31878","Sales","Commercial","Sell","","2023-10-04","350","Al Thanyah Fifth","169.44","410400.0","2422.1"
"339702","1-11-2023-13309","Sales","Commercial","Sell","","2023-05-04","352","Al Thanayah Fourth","610.84","8200000.0","13424.14"
"339866","1-11-2023-8210","Sales","Commercial","Sell","","2023-04-03","271","Al Karama","211.35","4600000.0","21764.85"
"340313","1-11-2023-15918","Sales","Commercial","Sell","","2023-05-31","367","Al Suq Al Kabeer","333.15","2800000.0","8404.62"
"340344","1-11-2023-40340","Sales","Commercial","Sell","Office","2023-12-07","350","Al Thanyah Fifth","96.67","1100000.0","11378.92"
"340419","1-11-2023-41682","Sales","Commercial","Sell","Office","2023-12-15","350","Al Thanyah Fifth","19.48","146000.0","7494.87"
"340435","1-11-2023-2431","Sales","Commercial","Sell","Office","2023-01-26","350","Al Thanyah Fifth","117.76","620452.0","5268.78"
"340501","1-11-2023-42993","Sales","Commercial","Sell","","2023-12-26","409","Al Barshaa South Third","1530.58","10000000.0","6533.47"
"341335","1-11-2023-24542","Sales","Commercial","Sell","Office","2023-08-03","350","Al Thanyah Fifth","163.74","1100000.0","6717.97"
"341544","1-11-2023-25387","Sales","Commercial","Sell","Office","2023-08-11","350","Al Thanyah Fifth","113.48","1785447.0","15733.58"
"342132","1-11-2023-23790","Sales","Commercial","Sell","","2023-07-27","352","Al Thanayah Fourth","539.95","5800000.0","10741.74"
"342274","1-11-2023-26012","Sales","Commercial","Sell","Office","2023-08-17","350","Al Thanyah Fifth","56.41","1034250.0","18334.52"
"342581","1-11-2023-3893","Sales","Commercial","Sell","","2023-02-13","485","Me'Aisem First","2051.66","14500000.0","7067.45"
"342969","1-11-2023-42524","Sales","Commercial","Sell","Office","2023-12-21","444","Al Hebiah First","132.74","1050000.0","7910.2"
"343199","1-11-2023-854","Sales","Commercial","Sell","Office","2023-01-10","350","Al Thanyah Fifth","103.86","665175.0","6404.53"
"343334","1-11-2023-15098","Sales","Commercial","Sell","Office","2023-05-19","350","Al Thanyah Fifth","490.06","6989375.0","14262.28"
"343740","1-11-2023-35150","Sales","Commercial","Sell","Office","2023-10-31","526","Business Bay","67.43","1160000.0","17203.03"
"343830","1-11-2023-14424","Sales","Commercial","Sell","Office","2023-05-15","443","Al Thanyah First","80.65","1026749.0","12730.93"
"344267","1-11-2023-37969","Sales","Commercial","Sell","Office","2023-11-21","526","Business Bay","94.62","1700000.0","17966.6"
"344494","1-11-2023-32792","Sales","Commercial","Sell","Office","2023-10-12","350","Al Thanyah Fifth","59.83","1242920.0","20774.19"
"344699","1-11-2023-15747","Sales","Commercial","Sell","Office","2023-05-24","526","Business Bay","29.2","400000.0","13698.63"
"344854","1-11-2023-8827","Sales","Commercial","Sell","Shop","2023-03-27","526","Business Bay","40.42","1544601.0","38213.79"
"345028","1-11-2023-18883","Sales","Commercial","Sell","","2023-06-15","343","Al Warsan First","154.0","1598888.0","10382.39"
"345790","1-11-2023-1257","Sales","Commercial","Sell","Shop","2023-01-17","343","Al Warsan First","53.0","399147.0","7531.08"
"345815","1-11-2023-8079","Sales","Commercial","Sell","","2023-03-21","352","Al Thanayah Fourth","539.95","5300000.0","9815.72"
"346067","1-11-2023-13384","Sales","Commercial","Sell","Office","2023-05-09","443","Al Thanyah First","100.22","850928.0","8490.6"
"346172","1-11-2023-4507","Sales","Commercial","Sell","Shop","2023-02-16","330","Marsa Dubai","204.57","3094356.0","15126.15"
"346388","1-11-2023-40430","Sales","Commercial","Sell","Shop","2023-12-07","343","Al Warsan First","43.0","495000.0","11511.63"
"346520","1-11-2023-18849","Sales","Commercial","Sell","Office","2023-06-15","526","Business Bay","61.38","850000.0","13848.16"
"346888","1-11-2023-34964","Sales","Commercial","Sell","Shop","2023-10-30","441","Al Barsha South Fourth","70.61","865860.0","12262.57"
"347189","1-11-2023-24814","Sales","Commercial","Sell","Office","2023-08-07","232","Mirdif","126.45","1800251.0","14236.86"
"347280","1-11-2023-12753","Sales","Commercial","Sell","Office","2023-05-02","350","Al Thanyah Fifth","100.31","643860.0","6418.7"
"347553","1-11-2023-41616","Sales","Commercial","Sell","Office","2023-12-15","350","Al Thanyah Fifth","150.03","1412220.0","9412.92"
"347603","1-11-2023-26922","Sales","Commercial","Sell","Office","2023-08-24","443","Al Thanyah First","176.79","1084599.0","6134.96"
"347628","1-11-2023-29411","Sales","Commercial","Sell","Shop","2023-09-15","343","Al Warsan First","67.0","400000.0","5970.15"
"347736","1-11-2023-435","Sales","Commercial","Sell","Office","2023-01-05","526","Business Bay","34.75","379956.0","10933.99"
"348116","1-11-2023-11865","Sales","Commercial","Sell","","2023-04-25","441","Al Barsha South Fourth","2255.63","21491800.0","9528.07"
"348364","1-11-2023-11779","Sales","Commercial","Sell","","2023-04-19","350","Al Thanyah Fifth","988.62","13200000.0","13351.95"
"348678","1-11-2023-15079","Sales","Commercial","Sell","Office","2023-05-19","443","Al Thanyah First","83.8","550000.0","6563.25"
"348821","1-11-2023-28698","Sales","Commercial","Sell","","2023-09-11","410","Palm Jumeirah","122.86","509100.0","4143.74"
"349299","1-11-2023-9431","Sales","Commercial","Sell","Office","2023-03-30","526","Business Bay","127.28","1254000.0","9852.29"
"349521","1-11-2023-6514","Sales","Commercial","Sell","Office","2023-03-13","526","Business Bay","181.74","2792387.0","15364.74"
